mapblklot,analysis_neighborhood,SDB_2016_5Plus,Env_1000_Area_Height
0688004,Japantown,1,11.996115334570076
6778004,Outer Mission,1,12.593328264091811
0755011,Western Addition,1,14.430047863373238
4914038,Bayview Hunters Point,1,9.918362516936487
6358031,Visitacion Valley,0,5.700014140463589
5329039,Bayview Hunters Point,0,7.000024174876257
5970027,Portola,1,9.999953827074508
3974021,Mission,1,13.426630911162764
4152009,Mission,1,9.948785485058263
4283B030,Potrero Hill,0,5.421441536889263
5353005A,Bayview Hunters Point,1,9.594782705736783
5054A122,Bayview Hunters Point,1,18.73193170252734
3575057,Mission,1,12.290866216186739
4086010,Mission,1,9.382912373107755
3590033,Mission,1,23.88752893051968
5532003,Bernal Heights,0,7.439493729326193
7151007,Oceanview/Merced/Ingleside,1,10.000019388590504
7017038,Oceanview/Merced/Ingleside,1,11.250082232499077
3794291,Mission Bay,1,66.45171224410927
6351007E,Excelsior,1,9.810939670975253
6112031,Portola,1,11.999887137105823
6076007,Excelsior,1,10.000072624839547
5893025,Excelsior,1,10.905938641894558
6177063,Visitacion Valley,1,9.68546890258833
0838095,Hayes Valley,1,38.32952715240596
5933031,Portola,1,9.499978593425524
5428E028,Bayview Hunters Point,1,9.763755644369848
7089047,Oceanview/Merced/Ingleside,1,10.078474927242773
6692009,Bernal Heights,1,9.964644487377592
7145008,Outer Mission,1,10.349964228115336
4789010,Bayview Hunters Point,1,10.885352247376971
6476015,Excelsior,0,7.23704531843085
4283BEASO,Potrero Hill,1,68.39231106538121
3509010,South of Market,1,73.9746994525764
0041058,North Beach,1,20.380115646692307
0650009,Pacific Heights,1,12.604364503605465
6778002,Outer Mission,1,12.593526255299643
3787144,South of Market,1,24.861753968624924
6003012,Excelsior,1,9.95060932539836
7065015H,Outer Mission,1,9.993292323229369
4762009A,Bayview Hunters Point,1,15.000230989018458
4009008N,Potrero Hill,1,9.588766350724127
6157027,Portola,1,18.427261259850887
3707018,Financial District/South Beach,0,94.21288888562982
3152004,Outer Mission,1,12.711924419180715
5341024,Bayview Hunters Point,1,9.99993483090961
0164001A,North Beach,1,15.946951876535696
4720009,Bayview Hunters Point,1,36.56350415719327
6617052,Noe Valley,1,10.00001729965119
7048030,Oceanview/Merced/Ingleside,1,9.999914692184413
4039035,Potrero Hill,0,7.013882995757146
0159019,Chinatown,0,8.256020024912461
7107026,Oceanview/Merced/Ingleside,1,9.999854210668843
3614097,Mission,1,13.811517156870362
5428F048,Bayview Hunters Point,1,9.818344606750763
3757113,South of Market,1,94.22880417282349
3148033,Outer Mission,1,9.995234046030419
6082036,Excelsior,1,10.012550440201005
5092006,Bayview Hunters Point,1,10.000004678937188
6277039,Excelsior,1,10.000056190534373
5865006,Portola,1,10.33646326288125
5670007,Bernal Heights,0,7.186731280548318
4026011,Mission,1,9.769977722225478
4064037,Potrero Hill,0,7.999969626238223
3777056,South of Market,1,27.751621939860502
6781013,Outer Mission,1,10.025759683753117
6245036,Visitacion Valley,1,10.033846991683165
6486033,Excelsior,1,12.212602885069408
7053005C,Oceanview/Merced/Ingleside,1,12.424187330797338
4147035,Mission,1,44.39742048638546
VACSTMIN,South of Market,0,37.840810358750694
3736159,Financial District/South Beach,0,89.85052832765003
7139005,Oceanview/Merced/Ingleside,1,9.99998760355895
4160009,Potrero Hill,1,9.907430230349256
4071024,Potrero Hill,1,10.191381400463785
4810026B,Bayview Hunters Point,1,10.015215313013048
6527007,Mission,1,22.949567521413574
0335023,Tenderloin,1,57.6004732902545
6496009,Excelsior,0,7.015055426227647
4940003A,Bayview Hunters Point,1,10.000607144634236
3204011,Outer Mission,1,12.873116970050308
3610046,Mission,1,19.1999755306861
7096B031,Outer Mission,1,9.055194570882586
7009022,Oceanview/Merced/Ingleside,1,9.999924464044234
0338010,Tenderloin,1,82.93773915645033
6421031,Excelsior,1,14.04487689020039
3726018,South of Market,1,23.8067313227781
5744039,Bernal Heights,0,6.858140954970667
7122015,Oceanview/Merced/Ingleside,1,10.75557882572212
7066001B,Outer Mission,0,8.097837979876665
5992A026,Portola,1,11.77214571944924
4224094,Potrero Hill,1,48.23198189737972
3731128,South of Market,1,77.3369366723399
5745062,Bernal Heights,1,10.050692145254999
5517004,Bernal Heights,0,7.499986581206862
4262025,Mission,1,9.957776344310457
0738015,Western Addition,1,163.80046193867
0677118,Pacific Heights,0,8.925898551173168
7121002,Oceanview/Merced/Ingleside,1,9.999977297420763
3613071,Mission,1,14.52434595707347
7060035,Oceanview/Merced/Ingleside,1,9.999980898718146
5628023,Bernal Heights,0,6.372738628548735
5957013,Excelsior,1,9.999997571819017
0347006A,Tenderloin,1,33.48029555576565
6594002,Noe Valley,0,8.530050329740433
4335003E,Mission,0,5.533459175104673
3643065,Mission,1,17.882939901566264
6463015,Excelsior,1,10.724908119562537
5659008,Bernal Heights,0,7.000111332485846
3731033,South of Market,1,37.43984451350245
0675023,Pacific Heights,0,7.767002408341126
6660038,Bernal Heights,1,10.311264262051685
8701003,Mission Bay,1,2649.5195573315614
6046020,Portola,1,12.000105505431105
6089015A,Excelsior,1,10.024890366054835
4038011,Potrero Hill,1,10.000010785657317
6250009F,Visitacion Valley,1,12.631503536477105
7096B030,Outer Mission,0,8.527555108490963
5895018,Excelsior,1,11.000020046579609
4591B070,Bayview Hunters Point,0,2.2570519582682227
4271012,Mission,1,9.983982608407548
5410021,Bayview Hunters Point,1,9.972918722122948
3144C020,Outer Mission,1,9.112595462907553
0838013,Hayes Valley,0,7.524966890682383
3731150,South of Market,1,19.499878089241008
7091022,Oceanview/Merced/Ingleside,1,10.000029051450218
5920012,Portola,1,16.086352327882608
6338013F,Excelsior,0,3.35829925489275
6514038,Mission,1,9.011823525618588
7057053,Oceanview/Merced/Ingleside,1,12.500072729621511
3642008,Mission,1,20.052804746883
4000051,Potrero Hill,1,10.000023245754699
3153010,Outer Mission,1,18.78487969435501
6007027B,Excelsior,1,9.999982130076157
0182024,Nob Hill,0,5.79086581492653
4271047,Mission,1,9.982921684854958
4094040,Potrero Hill,1,10.012141087188581
6476020,Excelsior,0,7.878368263283231
3578024,Mission,1,11.199971524361834
5737004,Bernal Heights,0,6.9999980804636035
5345003,Bayview Hunters Point,1,11.220493955755613
6802022,Outer Mission,0,8.825097869462484
5514026,Bernal Heights,0,7.4567823150487715
6570014,Mission,1,21.448675950996655
3594020,Mission,1,13.557103438775963
3749067,Financial District/South Beach,1,109.20042461257574
6468A004,Excelsior,1,10.000047905881422
0052029,North Beach,1,30.315134593997307
6500004,Excelsior,1,12.02104442042821
7138026,Oceanview/Merced/Ingleside,1,9.999958348443892
0189037,Nob Hill,1,14.38269386878297
5426047,Bayview Hunters Point,1,10.000096705114794
6489007,Excelsior,0,7.784048116727142
0276110,Nob Hill,1,16.249877841222805
0832067,Hayes Valley,1,153.2714059521355
5399020,Bayview Hunters Point,0,8.500031539758915
6521034,Mission,0,7.246820673624276
4030033,Potrero Hill,1,12.446368256195749
0272023,Nob Hill,1,23.887689437692902
3147019,Outer Mission,1,15.62144031858043
4787005,Bayview Hunters Point,1,10.000183939794715
5612052A,Bernal Heights,0,5.030847344965512
3785137,Mission Bay,1,111.32138405507757
3637018B,Mission,1,9.423213027635109
5324001A,Bayview Hunters Point,1,10.000002832192166
6089022,Excelsior,1,10.004215772190435
7147019,Oceanview/Merced/Ingleside,0,8.499957620679831
6511049,Mission,1,12.500099156136297
7043010F,Outer Mission,0,8.690583329205445
6080025,Excelsior,1,10.000031544040285
6465002A,Excelsior,0,7.475195605424711
5574008,Bernal Heights,0,7.0000122053483
5360007,Bayview Hunters Point,1,10.03327179883287
7085012,Oceanview/Merced/Ingleside,1,10.068497456326535
5405036,Bayview Hunters Point,1,9.817672131369774
7174016,Outer Mission,1,10.868443776007252
5680008,Bernal Heights,1,9.117144888585738
7060023,Oceanview/Merced/Ingleside,1,9.99991272776616
5278027,Bayview Hunters Point,1,39.38126222743988
3995073,Potrero Hill,1,30.150105789128077
3750515,Financial District/South Beach,0,379.2402702447556
3525047,South of Market,1,33.421656555818025
4104071,Potrero Hill,1,10.126089883751316
3780069,South of Market,1,63.72964382811209
3618034,Mission,0,8.999896904252399
4067009A,Potrero Hill,1,15.997862974855002
5409010,Bayview Hunters Point,1,10.000014574137921
7169037,Outer Mission,1,10.158041194048502
0151092,Nob Hill,0,5.519996403218546
3775116,Financial District/South Beach,1,18.82301843146518
6199030,Visitacion Valley,1,10.029106587120452
5383016A,Bayview Hunters Point,1,9.36957866871167
5802027,Bernal Heights,1,9.999988360390338
7113068,Oceanview/Merced/Ingleside,1,19.374896297292867
0103005,North Beach,0,4.734889984305965
3977032,Potrero Hill,1,9.9674998645755
3727234,South of Market,0,7.799164166803349
6970040,Outer Mission,1,9.385637522282414
4103041,Potrero Hill,1,10.10018730672332
0330003,Tenderloin,1,80.0276803873015
3607077,Mission,1,11.31082913529166
5966025,Excelsior,1,12.00004787657216
4971019,Bayview Hunters Point,0,7.999998732326188
4991963,Bayview Hunters Point,1,102.29688827073197
6090005A,Excelsior,1,10.000102452266956
6349022,Excelsior,1,10.038138294270011
6095023,Excelsior,1,9.99997307069359
5986022,Portola,0,6.992923648248633
6798008,Outer Mission,1,9.999975618054116
5964029,Excelsior,1,12.105843526727575
4720122,Bayview Hunters Point,0,8.32384787062456
6468A032,Excelsior,0,7.999983497107405
0808022,Hayes Valley,0,6.989926410334897
7004056,Oceanview/Merced/Ingleside,0,5.978183380501126
7008033,Oceanview/Merced/Ingleside,1,9.99990381795172
5664021,Bernal Heights,0,7.0000690124279314
7132006,Oceanview/Merced/Ingleside,0,7.85562755033761
5503016,Bernal Heights,1,19.999949378854243
6246028,Visitacion Valley,1,10.06409186256168
3642092,Mission,1,14.617288299490877
6469008A,Excelsior,0,7.218635135142511
6112026,Portola,1,12.000127562780262
3755155,South of Market,1,15.042779038738761
0306015,Tenderloin,1,64.20406042563009
3728083,South of Market,1,13.182066560947352
4160032,Potrero Hill,1,9.899996616778868
5526022,Bernal Heights,1,11.00009207230003
5900A022,Portola,0,7.895567536976076
5426006,Bayview Hunters Point,1,9.989398101266154
7107063,Oceanview/Merced/Ingleside,1,10.917780044171518
3637055,Mission,1,12.237317787915577
7106016,Oceanview/Merced/Ingleside,1,12.340002881142253
6518025A,Mission,0,5.780187754833284
7079004,Oceanview/Merced/Ingleside,1,10.071270984212312
7133015,Oceanview/Merced/Ingleside,1,9.600193553881983
3209020,Outer Mission,1,11.255718080668585
6239013,Visitacion Valley,1,10.000075360371378
5726018,Bernal Heights,0,7.322588512419793
4942039,Bayview Hunters Point,1,10.009534280757752
6149014,Portola,1,9.500151494956294
3616076,Mission,1,10.306874033729843
6970029,Outer Mission,0,7.775870908641027
6198049,Visitacion Valley,1,11.89359385149924
5639025,Bernal Heights,0,7.000790403098689
5897033,Excelsior,1,10.463587912374381
7035017,Oceanview/Merced/Ingleside,1,15.512525321558417
6530027,Mission,1,16.13303076294015
7020016D,Oceanview/Merced/Ingleside,1,9.880408729942136
6468020,Excelsior,0,7.027980456528553
6786058,Outer Mission,1,10.028610564647375
5946010,Excelsior,1,9.998316624157631
3642068,Mission,1,34.38026162413339
0162017,Chinatown,1,10.85433439945447
6485027,Excelsior,1,11.906243080450869
6093033,Excelsior,1,9.999967104296932
5335C006B,Bayview Hunters Point,1,9.895456443860526
6468008A,Excelsior,1,10.917626720317005
6395009,Excelsior,1,10.05208585388422
3609134,Mission,0,6.403188515538159
0176030,Chinatown,1,44.65630891322062
5909025,Excelsior,1,12.046094495596387
4008009,Potrero Hill,1,10.058286646748694
7101B021,Outer Mission,0,8.393056616003593
3995163,Potrero Hill,1,21.48691987568202
6155023,Portola,1,10.103043068128951
5887016,Excelsior,0,8.795536915115035
3590054A,Mission,1,10.87065494989965
3733110,South of Market,1,280.1071558454096
6080003,Excelsior,1,9.999878696444796
6302033A,Visitacion Valley,1,10.566731796460196
4030043,Potrero Hill,1,10.042948444322773
0649004,Pacific Heights,1,10.999985439219447
5928003,Portola,1,12.00002820700541
6043004,Portola,1,14.444166728408476
5665018,Bernal Heights,0,6.667078523370419
3609075,Mission,0,6.600010368908663
5615058,Bernal Heights,0,6.775394423767869
3636004,Mission,1,32.816014683910694
7043012E,Outer Mission,1,12.33442036821515
6467013A,Excelsior,0,7.987005199882676
5932033,Portola,1,10.856817813066057
0118061,Chinatown,0,7.500209835918881
0338018,Tenderloin,1,33.25000941913105
5355033,Bayview Hunters Point,1,9.242319701193889
5360024A,Bayview Hunters Point,1,9.983329900979893
6036010,Portola,1,10.135170984252781
0266006,Financial District/South Beach,0,334.8015275032345
5940019,Excelsior,1,12.092298078153267
6037009,Portola,1,11.898723848986164
6034049,Portola,0,6.417659766096688
3641055,Mission,1,10.41214067557545
6273012,Excelsior,1,10.000050708177701
3597103,Mission,0,8.43745235631794
6074034,Excelsior,1,10.000032096184771
4009008O,Potrero Hill,1,10.000121111621695
5698018,Bernal Heights,0,7.000011978656865
4991981,Bayview Hunters Point,1,39.560495413509976
3753113,South of Market,1,16.87502304460156
6277035,Excelsior,1,9.999990785558133
5550030,Bernal Heights,0,7.499976688634608
3598138,Mission,1,11.39999806220789
3590117,Mission,1,14.849942733648465
6345012,Excelsior,1,9.999951272003148
5894029A,Excelsior,1,10.339913697578002
6210007,Visitacion Valley,1,9.99871369658181
5616008A,Bernal Heights,0,7.664782060427749
3608007,Mission,1,15.39730625066216
5878037,Portola,0,7.500008664467177
0224034,Chinatown,1,34.03414120323984
5871001G,Excelsior,0,6.203526860313639
6284004G,Excelsior,1,10.000038022935012
0677122,Pacific Heights,1,9.92299880008194
7130013,Oceanview/Merced/Ingleside,1,9.905877083741464
0348024,Tenderloin,1,18.40011594428645
4940019,Bayview Hunters Point,1,10.052484925943089
5928008,Portola,1,11.424082042302363
4212011,Mission,1,13.749999501079918
3150028,Outer Mission,1,14.034482493908484
7151014,Oceanview/Merced/Ingleside,1,10.000053658922193
4001022,Potrero Hill,1,9.843884475490832
5654039,Bernal Heights,0,7.000163931594943
4211026,Mission,1,10.000118165429782
6349018B,Excelsior,1,10.038281099286134
6309D025,Visitacion Valley,1,10.79160320217067
4002007,Potrero Hill,1,11.538899233202097
6480019A,Excelsior,0,7.21318798154889
6077044,Excelsior,0,7.498276522103569
0149019,Nob Hill,1,20.59532286010794
5721028,Bernal Heights,1,15.200386847919969
0340019,Tenderloin,1,225.2950137925725
3735039,Financial District/South Beach,0,102.74006868115274
0188008,Nob Hill,1,42.45354091171272
7331213,Lakeshore,1,13.64993806666401
3984003,Potrero Hill,1,10.029349102264284
4108038,Potrero Hill,1,9.999992467184997
5871013,Excelsior,1,11.000100946791255
6049030,Portola,1,9.440012463671325
5526010,Bernal Heights,1,10.978368401992219
3956008,Mission Bay,1,185.9111348973109
5615053,Bernal Heights,0,6.7182921934614015
4152013,Mission,1,9.942694777980028
3504028,Mission,1,11.770188098098542
3703068,South of Market,1,49.014387952566075
7045B015,Outer Mission,1,12.375024149708493
6087034,Excelsior,0,7.499955931483247
0148051,Chinatown,1,11.008067061896817
4275012C,Mission,1,10.43174452514404
5079014,Bayview Hunters Point,1,9.999889590030655
7107051,Oceanview/Merced/Ingleside,1,12.499964340373072
5724007,Bernal Heights,0,8.399995402716895
6016026,Excelsior,1,10.000044843630501
3638077,Mission,0,6.800047541809166
6571032,Mission,1,19.80932720669481
5741021,Bernal Heights,0,6.9738593249480845
0678037,Pacific Heights,1,178.49233666480657
6973039,Outer Mission,1,136.1067865973094
5811041,Bernal Heights,0,7.000443132807328
7155015,Outer Mission,1,10.000090105716266
3787036,South of Market,1,24.48560653955076
7145044,Outer Mission,1,10.350025551802819
3569136,Mission,1,59.74368214251698
3613027,Mission,1,21.751875294564694
5538001,Bernal Heights,0,6.862043962758072
4021002,Mission,1,540.0149557408891
0282019,Nob Hill,1,13.004617966113003
7089049,Oceanview/Merced/Ingleside,1,50.04282522641957
0160013,Chinatown,1,9.213875699285163
7052018,Oceanview/Merced/Ingleside,1,9.912544981829116
6969017,Outer Mission,1,13.000057379381285
6083022,Excelsior,1,13.380369773132665
4143017,Mission,1,9.750113776664405
6130004,Portola,0,6.3245134752139025
5678032,Bernal Heights,0,8.802546141032078
3751168,South of Market,1,19.368136336137276
5744023,Bernal Heights,1,10.022135105487076
7103018E,Oceanview/Merced/Ingleside,0,7.50002739158185
4001019,Potrero Hill,1,10.042209819356437
7097014,Outer Mission,1,10.090036370684716
6487010,Excelsior,0,7.171386085781227
7330011,Lakeshore,1,117.84746085637872
5309041,Bayview Hunters Point,0,7.400056415858269
5916003,Portola,0,8.899936988848232
0083001,Financial District/South Beach,1,186.46221773946658
7155004,Outer Mission,0,7.6435705996699115
4207019,Mission,1,11.699889609768732
6161041,Portola,1,10.083547357622342
4711062,Bayview Hunters Point,0,39.358763856400806
5992A073,Portola,1,341.1172023829884
4756020,Bayview Hunters Point,1,19.917282182541747
6453030,Excelsior,1,13.320205178638668
7043008E,Outer Mission,1,10.000138724046813
7065010,Outer Mission,0,7.999999488070683
0808017,Hayes Valley,1,18.359912623884497
6485012,Excelsior,1,12.101074285678829
6005006,Excelsior,1,9.881533698954076
4148028,Mission,1,12.000108709330277
4023004,Mission,1,101.71747321474066
4078018,Mission,1,9.15997563435675
4829021,Bayview Hunters Point,1,10.017160606990027
5719012,Bernal Heights,1,9.79996997898051
7018019,Oceanview/Merced/Ingleside,0,7.477157218066137
3786063,South of Market,1,140.71597745284413
4647A004,Bayview Hunters Point,1,30.0000501421195
7029005E,Outer Mission,0,8.000007569359989
3977003,Potrero Hill,0,7.3334618563829945
5318003,Bayview Hunters Point,1,10.000020071457426
5557019,Bernal Heights,0,6.99998039107508
5054A138,Bayview Hunters Point,1,13.734575217935028
5523021,Bernal Heights,0,8.000046485556894
6306042,Visitacion Valley,1,23.159988984139552
3211005B,Outer Mission,1,9.556395745435472
3532004A,Mission,1,19.04002752787779
5875027,Portola,1,10.67844889806058
5082015,Bayview Hunters Point,1,11.963153691335815
4274019,Mission,1,10.725176314056958
6515020,Mission,1,16.1323634065596
5669022,Bernal Heights,0,7.255007465536432
3774123,Financial District/South Beach,1,27.297939348304205
5816009,Bernal Heights,0,7.000406098371291
0341007,Tenderloin,1,37.12496584527543
0127141,Nob Hill,1,47.09005501344793
4272051,Mission,1,9.986327541804993
6965B018,Outer Mission,0,8.639651490834593
4336007H,Mission,0,7.976947972880543
7031012E,Outer Mission,0,6.890263055473217
5406020,Bayview Hunters Point,1,10.000016566533553
5528012,Bernal Heights,0,7.000466416238662
3715001,Financial District/South Beach,1,49.61405014955147
5941010,Excelsior,1,11.999899921792663
5652027,Bernal Heights,0,7.001500749891681
6304002,Visitacion Valley,0,8.073088059142277
7112035,Oceanview/Merced/Ingleside,1,12.241875232686874
6412038,Excelsior,1,10.048472701512907
0814022,Tenderloin,0,448.6166119641439
6532061,Mission,1,12.500000456725404
6005021C,Excelsior,1,9.99995613265843
6077002,Excelsior,1,10.000051968710206
6463077,Excelsior,1,10.000018425007674
4209011,Mission,1,10.472087385129432
0116014,North Beach,0,4.6000476371400385
6305036,Visitacion Valley,1,14.67040500434305
7103030,Oceanview/Merced/Ingleside,1,12.384896642375283
5635008,Bernal Heights,1,13.711246981212607
7143036,Outer Mission,1,81.04254793643278
5875002,Portola,1,9.312450922135946
7129033,Oceanview/Merced/Ingleside,1,17.188798026349577
7163018,Outer Mission,0,7.876094484517506
7010054,Oceanview/Merced/Ingleside,0,6.600009684452949
5858007,Portola,0,7.5000318120594756
5892014A,Excelsior,1,10.999904580467945
0256029,Nob Hill,1,39.162112075007215
3596114,Mission,1,16.95293571006165
3589027,Mission,1,9.000086424419578
5870008,Excelsior,0,8.500074579466181
5713017,Bernal Heights,1,10.935361600779343
5295013,Bayview Hunters Point,1,10.000068255988976
6515014,Mission,1,16.238098886368498
3731240,South of Market,1,155.26394469280999
3639010,Mission,1,14.700010488106168
6052001B,Portola,0,8.750036663125234
5386022B,Bayview Hunters Point,1,10.000067126217342
7043011G,Outer Mission,1,11.85920775341994
6124012A,Portola,1,12.000129983214245
7048034,Oceanview/Merced/Ingleside,1,18.39995751655486
6747035,Outer Mission,0,8.494188481832461
6338020,Excelsior,1,10.000138672670069
5914018,Excelsior,0,7.680801629114643
5068006B,Visitacion Valley,1,12.38569453546912
3703063,South of Market,1,73.67550200539496
7007012,Oceanview/Merced/Ingleside,1,9.83638358771391
5379034,Bayview Hunters Point,1,10.000066025186694
6958056,Outer Mission,0,7.70092986561553
5883042,Portola,0,7.500035005036364
5428C004,Bayview Hunters Point,1,11.980966322052575
4790008,Bayview Hunters Point,0,7.538916713265346
6751007,Outer Mission,1,9.999861674457557
6073008A,Excelsior,1,10.000002208737705
5884019,Portola,1,9.000029034740146
6155016A,Portola,1,11.9978640662458
5397015,Bayview Hunters Point,0,8.885331673260312
5965027,Excelsior,1,12.17881120502241
0669018,Nob Hill,1,39.00001017311897
5965032,Excelsior,0,7.178826337412998
3633077,Mission,1,11.400070168883921
6303003,Visitacion Valley,0,8.099970178094258
5945004,Excelsior,1,9.465841247103562
3597031A,Mission,1,12.796796875109836
6521001,Mission,1,26.776009598868228
6448059,Excelsior,1,10.355833992534231
5410012,Bayview Hunters Point,1,10.000006949889187
0195006,Chinatown,1,13.650238466062046
5654037,Bernal Heights,0,6.999953223942424
3573029,Mission,1,38.01565180581612
6491013,Excelsior,1,10.52809087901126
4790039,Bayview Hunters Point,1,10.000194248143533
5378011,Bayview Hunters Point,1,9.780030532612004
7091030,Oceanview/Merced/Ingleside,1,9.999930189678675
0665033,Western Addition,1,38.21405368184729
5880016,Portola,0,7.6030723884441525
4713007,Bayview Hunters Point,1,222.39684679832953
5434A004,Bayview Hunters Point,1,10.000084713145275
6435005,Excelsior,1,13.753970325173887
7145090,Outer Mission,1,10.350050971280957
3578073A,Mission,0,7.810079409851598
7103045,Oceanview/Merced/Ingleside,1,9.93804414448192
6373024,Visitacion Valley,1,9.384229400068675
5532015,Bernal Heights,0,7.50029303766093
5475003,Bayview Hunters Point,1,9.799940389321593
7106023,Oceanview/Merced/Ingleside,1,12.465095861884812
3617106,Mission,1,22.702581109964957
5643033,Bernal Heights,0,7.779819534033562
5654021,Bernal Heights,0,3.5429575455294193
6473002C,Excelsior,1,10.650016110631466
6150031,Portola,0,7.200090226318265
6275040A,Excelsior,1,10.000091757705405
0208065,Chinatown,1,40.97070095661344
0194003,Chinatown,1,34.67298998420218
5913013,Excelsior,1,9.27471940819691
7100044C,Outer Mission,1,9.99999843724929
3569047,Mission,0,8.662524828170017
0337004,Tenderloin,1,29.93692113909163
3589158,Mission,1,13.408317733406921
7173019,Outer Mission,1,9.730771861971064
4943017,Bayview Hunters Point,1,10.00001307803283
0677036,Pacific Heights,0,2.240017760279554
4161063,Potrero Hill,1,9.999833128584436
0273001,Nob Hill,1,42.02152083982978
5309011A,Bayview Hunters Point,1,9.999925756804656
6147004A,Portola,1,12.121016509491803
6233045,Visitacion Valley,1,10.068026720904273
6479012,Excelsior,1,9.41422902829069
0753013,Western Addition,1,12.000114928385862
3549034,Mission,1,21.611910407723986
6635060,Bernal Heights,1,10.02232328131953
7063B012,Outer Mission,0,6.984871257930348
0189024,Nob Hill,1,29.062611246765574
5729020,Bernal Heights,0,7.000031950705841
6086013D,Excelsior,1,10.008373122944366
3775042,Financial District/South Beach,1,50.95259780431472
3203013,Outer Mission,1,22.149030512510013
3728139,South of Market,1,37.83526590362335
6210009,Visitacion Valley,1,9.998648337454442
5529028,Bernal Heights,0,7.0003976139104065
5336001,Bayview Hunters Point,1,13.16991881901213
4076001,Potrero Hill,1,9.891042881339223
7097016,Outer Mission,1,10.089945901966786
6204033,Visitacion Valley,0,2.908257003841918
7110A016,Outer Mission,0,8.826469991620487
6951032,Outer Mission,1,16.000379354404643
6120019B,Portola,1,12.000102160792164
6660032,Bernal Heights,1,9.900434759298019
5875022,Portola,1,10.678374180623234
7114050,Oceanview/Merced/Ingleside,1,9.998925215577522
5936024,Excelsior,0,7.004048078437651
4211032,Mission,1,9.519604273133938
5610020,Bernal Heights,0,7.840013597778755
3145020,Outer Mission,1,11.029520025748822
6452030,Excelsior,1,12.916177058940884
5977007,Portola,0,7.208976501280327
7109A032,Outer Mission,1,11.813530538588322
7069047,Oceanview/Merced/Ingleside,1,15.0000145417163
6043016,Portola,1,12.599958702859508
5726021,Bernal Heights,0,7.19414912255873
6529007A,Mission,1,21.111907466305272
6951010D,Outer Mission,0,8.000262358894046
4222A001,Potrero Hill,1,2541.3060482979704
6499015,Excelsior,1,13.686608180085091
6004036,Excelsior,0,7.500076151480367
7142038,Outer Mission,0,8.583657240144635
7150042,Oceanview/Merced/Ingleside,1,13.210646114836788
5326006,Bayview Hunters Point,1,10.000007522961399
7071019,Oceanview/Merced/Ingleside,0,7.541662717075087
3707001,Financial District/South Beach,0,59.653312691181085
0147021,Chinatown,1,10.815968412316666
4790040,Bayview Hunters Point,1,10.000124705677605
2631073,Inner Sunset,1,10.812849784386787
3784146,South of Market,1,56.250151115489224
4338017,Mission,1,9.962162168517493
0223033,Nob Hill,1,19.032064784925918
5335A130,Bayview Hunters Point,0,6.902221521808164
9900003,Financial District/South Beach,1,941.38604745873
3702820,South of Market,1,175.5403846694988
5912012,Excelsior,1,9.448330429439574
4715015,Bayview Hunters Point,1,14.427268870345165
3707019,Financial District/South Beach,0,107.22937708300972
6500032,Excelsior,1,11.058622068500641
3555042,Mission,1,10.808015374013499
6079042,Excelsior,1,9.99997104431682
5457028,Portola,1,9.0004355370239
5979032A,Portola,1,9.840090266365516
5959019,Excelsior,1,10.48043318059998
0131003,North Beach,0,8.387784721924445
4645035,Bayview Hunters Point,1,29.999971469181723
3212028B,Outer Mission,1,10.897938021641433
0793070,Hayes Valley,0,8.735062903723142
5615066,Bernal Heights,0,6.213334737358205
5700007,Bernal Heights,0,7.019955544503112
6344014,Excelsior,1,10.00000137943339
5342019,Bayview Hunters Point,1,9.999962694063333
5405038,Bayview Hunters Point,1,12.663096728114771
5968039,Excelsior,1,10.081331021991756
6467007,Excelsior,1,12.0000743064069
6473003G,Excelsior,1,11.02102458128327
6247006,Visitacion Valley,1,10.000034083546804
6795C013,Outer Mission,1,10.044143135369525
4268007A,Mission,1,9.940675851720217
6567018C,Mission,0,3.141388382431364
7125004,Oceanview/Merced/Ingleside,1,13.966972689569397
3596162,Mission,1,61.07998006484943
5942008,Excelsior,1,12.000003825087962
0279001,Nob Hill,1,12.326783031007292
6054026,Portola,1,12.000152562036979
6396018,Excelsior,1,9.919439168715927
6083005,Excelsior,1,10.000020022545923
7044C018,Outer Mission,0,8.830798814923734
3775036,Financial District/South Beach,0,7.577933965805845
6025006,Excelsior,1,11.000044736864536
5964034,Excelsior,1,10.356139470328431
3725126,South of Market,0,0.21674557752444437
5963039,Excelsior,1,9.551484806465826
3707013,Financial District/South Beach,0,40.97977129873107
4149004,Mission,1,10.400950307442839
6163029,McLaren Park,1,11.999963653174339
4000021,Potrero Hill,1,12.676675478729997
6008038,Excelsior,1,10.000010684498164
3526005,South of Market,1,23.876835008871453
3587053,Mission,1,9.000110982135777
6443026,Excelsior,1,15.346845750527134
7130009,Oceanview/Merced/Ingleside,1,9.885895130703561
5955001A,Excelsior,1,10.000021094839878
6202029,Visitacion Valley,1,9.958155527031563
0672019,Western Addition,1,74.0311752687171
0156042,Nob Hill,0,8.288841282002897
3646018A,Mission,1,9.999910129373582
3520039,South of Market,1,11.224783577384326
4964018,Bayview Hunters Point,1,10.02727106087697
6009035,Excelsior,1,9.999929233518655
7119004,Oceanview/Merced/Ingleside,1,10.000041703372792
5922024,Portola,1,9.23300081844168
5935044,Excelsior,0,8.916464533436772
3532091,Mission,1,235.29459138214935
4095073,Potrero Hill,1,15.982579287070218
6351006,Excelsior,1,10.000015652514566
